policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211000472,CAN,Annual,Clean Fuel Standard,Clean Fuel Standard Canada (2020),Country,,Canada,,,"Product standards, Sectoral standards",Transport,"The Government of Canada plans to put in place Clean Fuel Standard Regulations under the Canadian Environmental Protection Act, 1999, to reduce Canada’s greenhouse gas (GHG) emissions. The Clean Fuel Standard will require liquid fuel (gasoline, diesel, home heating oil) suppliers to gradually reduce the carbon intensity of the fuels they produce and sell for use in Canada over time, leading to a decrease of approximately 13% (below 2016 levels) in the carbon intensity of our liquid fuels used in Canada by 2030.
It aims to achieve annual GHG emission reductions of 30 Mt by 2030 and will cover all fossil fuels (but with separate requirements for liquid, gaseous and solid fuels). The regulations for the liquid fuel class will be the first regulation published, and are expected to come into force in 2022.
The Clean Fuel Standard is a performance-based approach. It is designed to incentivize innovation and adoption of clean technologies and expand the use of low carbon fuels. It aims to open possibilities for industries to innovate and adopt cleaner technologies to lower their compliance costs.
 ","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2020.0,2022.0,2030.0,High,Mitigation,https://www.canada.ca/en/environment-climate-change/services/managing-pollution/energy-production/fuel-regulations/clean-fuel-standard/about.html,07/02/2023,reductions calculated against BAU scenario,GHG emissions reduction (GtCO2eq),0.03,,2030
211105480,CAN,Annual,Low Carbon Economy Fund,Low Carbon Economy Fund Canada (2017),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies",General,"This program was developed under Canada's Pan-Canadian Framework on Clean Growth and Climate Change. With a budget of CAD 2 billion, it aims to support projects that generate clean growth, reduce greenhouse gas emissions, and help exceed Canada's Paris Agreement commitments.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2017.0,,,,Mitigation,https://www.canada.ca/en/environment-climate-change/services/climate-change/low-carbon-economy-fund/what-is-lcef.html,01/10/2021,,,,,
211105472,CAN,Annual,Fuel charge,Fuel charge Canada (2019),Country,,Canada,,,"Fiscal or financial incentives, Energy and other taxes",General,"This policy is developed under the Greenhouse Gas Pollution Act of 2018 and is part of the federal carbon pollution pricing system. It sets fuel charges for all commercial activities above a certain threshold and reflects a CAD 20 per ton of CO2 price, increasing by CAD 10 yearly until reaching CAD 50 in 2022",Energy service demand reduction and resource efficiency,,In force,2019.0,,,,Mitigation,https://www.canada.ca/en/revenue-agency/services/forms-publications/publications/fcrates/fuel-charge-rates.html,01/10/2021,,,,,
211000658,CAN,Annual,Diesel and Gasoline Sulfur Standards,Diesel and Gasoline Sulfur Standards Canada (1997),Country,,Canada,,,Product standards,Transport,"Sulfur in diesel was regulated since 1997 and in gasoline since 2001, but the standards have been constantly updated since.",Non-energy use,,In force,1997.0,1997.0,,Unknown,Air pollution,http://transportpolicy.net/index.php?title=Canada:_Fuels:_Diesel_and_Gasoline,,,,,,
211000320,CAN,Annual,British Columbia Green Economy Initiative,British Columbia Green Economy Initiative Canada (1999),Subnational region,,Canada,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,https://globe.ca/wp-content/uploads/2012/10/bcge_report_feb_2010.pdf,,,,,,
211105475,CAN,Annual,Climate Lens,Climate Lens Canada (2018),Country,,Canada,,,"Regulatory Instruments, Other mandatory requirements",General,"The Climate Lens is a horizontal requirement applicable to Infrastructure Canada's Investing in Canada Infrastructure Program (ICIP), Disaster Mitigation and Adaptation Fund (DMAF) and Smart Cities Challenge. It has two components: the GHG mitigation assessment, which measures the anticipated GHG emissions impact of an infrastructure project, and the climate change resilience assessment, which employs a risk management approach to anticipate, prevent, withstand, respond to, and recover and adapt from climate change related disruptions or impacts.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2018.0,,,,"Mitigation, Adaptation",https://secure.infc.gc.ca/pub/other-autre/cl-occ-eng.html#1.1,01/10/2021,,,,,
211001689,CAN,Annual,Letter on Energy efficiency between the Alberta and the national government,Letter on Energy efficiency between the Alberta and the national government Canada (2003),Subnational region,,Canada,,,Voluntary approaches,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2003.0,,,Unknown,Mitigation,,,,,,,
211002062,CAN,Annual,National Strategy on Climate Change and First National Business Plan,National Strategy on Climate Change and First National Business Plan Canada (2000),Country,,Canada,,,"Policy support, Strategic planning",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2000.0,,,Unknown,Mitigation,https://www.epa.gov/sites/production/files/2016-02/documents/conf02_fasoyinu_paper.pdf,,,,,,
211105469,CAN,Annual,A Healthy Environment and a Healthy Economy,A Healthy Environment and a Healthy Economy Canada (2020),Country,,Canada,,,"Policy support, Strategic planning",General,"This is a green growth plan for Canada, focused on increasing energy efficiency, reducing waste, increasing access to renewable energy and low-emissions mobility, pricing industrial pollution and developing clean industries, as well as restoring natural spaces","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2020.0,,,,Mitigation,https://www.canada.ca/en/services/environment/weather/climatechange/climate-plan/climate-plan-overview/healthy-environment-healthy-economy.html,01/10/2021,,,,,
211003193,CAN,Annual,Zero Emission Vehicle Infrastructure Deployment,Zero Emission Vehicle Infrastructure Deployment Canada (2019),Country,,Canada,,,"Direct investment, Demonstration project, Target","Transport, Low-emissions mobility","""Investing $96.4M to support the establishment of a coast-to-coast charging network for electric vehicles, natural gas stations along key freight corridors and stations for hydrogen fuel cell electric vehicles in metropolitan centres, $76.1M to support the demonstration of next-generation charging technologies as well as $10M for the development of binational (Canada and the United States) codes and standards for low-carbon vehicles and infrastructure.""
""The Government of Canada has set ambitious federal targets for zero-emission vehicles (ZEV) reaching 10% of light-duty vehicles (LDV) sales per year by 2025, 30% by 2030 and 100% by 2040."" IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]
The target of 100% ZEV was updated in June 2021, moving from 2040 to 2035 ( https://www.canada.ca/en/transport-canada/news/2021/06/building-a-green-economy-government-of-canada-to-require-100-of-car-and-passenger-truck-sales-be-zero-emission-by-2035-in-canada.html)",Other low-carbon technologies and fuel switch,,In force,2019.0,2020.0,2030.0,High,Mitigation,https://www.nrcan.gc.ca/energy-efficiency/transportation-alternative-fuels/zero-emission-vehicle-infrastructure-program/21876,08/04/2022,Share of low-emission vehicles (%),Vehicle emissions standards (gCO2/km),30,,2030
211000743,CAN,Annual,EcoAUTO Rebate Program,EcoAUTO Rebate Program Canada (2007),Country,,Canada,,,Grants and subsidies,Transport,,Energy efficiency,,Ended,2007.0,,2009.0,Unknown,Mitigation,http://www.ecoaction.gc.ca/ecotransport/ecoauto-eng.cfm,,,,,,
211000512,CAN,Annual,Climate Change Technology and Innovation Research and Development,Climate Change Technology and Innovation Research and Development Canada (2003),Country,,Canada,,,"Direct investment, Grants and subsidies, Advice or aid in implementation, Research & Development and Deployment (RD&D), Negotiated agreements (public-private sector)",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2003.0,,2008.0,Unknown,Mitigation,https://www.iea.org/policies/4086-climate-change-technology-and-innovation-research-and-development,,,,,,
211001800,CAN,Annual,Marketing of Efficient Vehicles,Marketing of Efficient Vehicles Canada (2003),Country,,Canada,,,"Fiscal or financial incentives, Policy support, Vehicle fuel-economy and emissions standards",Transport,,Energy efficiency,,Superseded,2003.0,,,Unknown,Mitigation,https://www.academia.edu/3027743/Purchasing_Fuel_Efficient_Vehicles_in_Canada,,,,,,
211001131,CAN,Annual,Federal Carbon Pricing Approach and Backstop System,Federal Carbon Pricing Approach and Backstop System Canada (2016),Country,,Canada,,,CO2 taxes,"Electricity and heat, Industry, Transport","The federal carbon pollution pricing backstop will be composed of two key elements:
- a carbon levy applied to fossil fuels
- an output-based pricing system for industrial facilities that emit above a certain threshold, with an opt-in capability for smaller facilities with emissions below the threshold","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2016.0,2018.0,2022.0,High,Mitigation,https://www.canada.ca/en/environment-climate-change/services/climate-change/pricing-pollution-how-it-will-work/carbon-pollution-pricing-federal-benchmark-information/federal-benchmark-2023-2030.html,07/02/2023,,,,,
211000744,CAN,Annual,EcoAction Community Funding Program,EcoAction Community Funding Program Canada (2000),Country,,Canada,,,"Fiscal or financial incentives, Policy support, Research & Development and Deployment (RD&D)",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2000.0,,,Unknown,Mitigation,https://www.canada.ca/en/environment-climate-change/news/2017/10/the_government_ofcanadasecoactioncommunityfundingprogram.html,,,,,,
211001015,CAN,Annual,Energy efficiency in buildings mandated in Saskatchewan,Energy efficiency in buildings mandated in Saskatchewan Canada (2003),Subnational region,,Canada,,,Regulatory Instruments,Buildings,,Energy efficiency,,In force,2003.0,,,Unknown,Mitigation,https://www.saskatchewan.ca/government/news-and-media/2003/december/15/saskatchewan-mandates-energy-efficiency-in-public-buildings,,,,,,
211002652,CAN,Annual,Sharing Gas Tax Revenues,Sharing Gas Tax Revenues Canada (2005),Subnational region,,Canada,,,Fiscal or financial incentives,"Industry, Transport, Buildings",,"Energy efficiency, Non-energy use",,In force,2005.0,,,Unknown,Mitigation,https://lop.parl.ca/sites/PublicWebsite/default/en_CA/ResearchPublications/201699E,,,,,,
211001810,CAN,Annual,Measures to Relieve Higher Energy Costs,Measures to Relieve Higher Energy Costs Canada (2005),Country,,Canada,,,"Fiscal or financial incentives, Policy support, Regulatory Instruments",Buildings,,Energy efficiency,,Superseded,2005.0,,,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2005/10/government-announces-measures-address-impact-higher-energy-costs.html,,,,,,
211002464,CAN,Annual,Regulations Limiting Carbon Dioxide Emissions from Natural Gas-fired Generation of Electricity (SOR/2018-261),Regulations Limiting Carbon Dioxide Emissions from Natural Gas-fired Generation of Electricity (SOR/2018-261) Canada (2019),Country,,Canada,,,"Regulatory Instruments, Codes and standards, Product standards","Electricity and heat, Gas","These Regulations establish a regime for limiting carbon dioxide (CO2) emissions that result from the generation of electricity by means of thermal energy from the combustion of natural gas, whether in conjunction with other fuels, except coal, or not.
These Regulations came into force on January 1, 2019.",Energy efficiency,,In force,2019.0,2019.0,,Unknown,Mitigation,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-261/page-8.html#docCont,,,,,,
